service_key,final_service_units
2025-02-06_45_39,1760.191558360874
2025-01-11_45_47,3680.745958053268
2025-01-01_44_45,1941.340923702288
2025-02-11_01_02,1358.0171203653933
2025-01-29_02_19,1688.0241363146115
2025-01-26_36_11,1954.8541403852414
2025-01-20_02_47,2041.0108337170066
2025-01-01_36_12,1645.6177225527138
2025-02-08_02_01,1480.5141431524225
2025-02-16_46_47,2140.2919835032917
2025-02-16_28_47,2542.22829557209
2025-02-16_46_18,1777.3189412306485
2025-01-10_05_45,1949.6534920071863
2025-01-25_31_02,2372.4074446731142
2025-02-04_30_02,1585.354482540963
2025-01-29_01_02,1324.1744037018527
2025-02-17_45_47,3384.3795303029074
2025-02-17_46_44,1968.8003574017862
2025-01-08_45_05,1906.1435492388625
2025-02-05_23_13,1334.7940745541364
2025-02-23_02_31,2135.5154478756067
2025-01-20_08_47,2079.0554032603177
2025-02-05_47_05,2658.3468802767306
2025-02-08_46_44,2746.159662784559
2025-02-13_28_47,1625.8703899796121
2025-01-11_22_36,1632.5783141954914
2025-01-28_45_28,1891.4796737613865
2025-01-13_39_45,2035.1601024867523
2025-02-13_46_18,1884.9665855328237
2025-02-21_02_40,2732.7689717546154
2025-01-25_03_45,2082.408530640212
2025-02-21_45_39,2280.2110061151056
2025-01-21_34_45,1822.3388256727278
2025-01-17_47_10,1605.4335261782933
2025-01-17_45_03,2087.8295013042357
2025-01-14_45_39,1375.6512374647868
2025-02-16_16_02,2173.7437905086535
2025-02-14_47_46,2268.351835092713
2025-01-27_47_08,1291.8833145664662
2025-02-26_19_32,2081.2505105012583
2025-02-16_08_47,2437.546259847207
2025-01-25_02_19,2322.414772353457
2025-02-19_28_45,1658.3900393877357
2025-01-02_05_45,2373.436619326798
2025-01-09_20_46,1441.9639639351817
2025-01-30_08_47,1482.038247236162
2025-01-21_33_46,1608.1769411895446
2025-01-04_46_45,3336.476346268788
2025-01-31_46_09,5365.143915232235
2025-01-08_19_32,2017.0665972631098
2025-02-08_48_45,1881.8529425000925
2025-02-17_45_09,2243.8385587390794
2025-02-27_36_12,1601.1938426052434
2025-01-31_19_02,1742.5528124889154
2025-02-17_36_41,2125.309239649707
2025-02-12_46_33,1370.061749540078
2025-02-05_07_36,1449.0552159425802
2025-01-30_45_03,1842.1729982128911
2025-01-01_25_23,1759.196721307912
2025-02-02_05_45,2579.4712784155354
2025-02-04_45_48,1605.2483820411278
2025-01-29_46_44,2318.706993930965
2025-01-02_35_46,2288.836981960975
2025-01-30_47_08,1562.5660250372482
2025-02-23_02_16,1736.0580429598156
2025-01-20_16_02,1663.1620546782697
2025-01-27_46_15,1340.651925621747
2025-02-09_45_34,1924.585725967935
2025-02-18_47_43,2045.299765642473
2025-02-15_03_45,1686.7748553587396
2025-02-15_45_48,2151.704117715003
2025-01-27_46_48,3100.9673593893235
2025-02-02_12_36,2738.465556710921
2025-02-17_45_28,1777.398527843246
2025-02-22_28_47,1964.2483053516971
2025-02-25_47_30,1679.0361027290555
2025-02-06_20_46,1357.9991018558262
2025-01-15_25_23,1377.780578259059
2025-01-30_46_20,1640.2430663770867
2025-01-13_02_30,2046.810014824116
2025-02-03_46_18,1301.5345219892158
2025-02-20_12_36,1604.6532324801951
2025-01-26_19_30,2164.9283154894188
2025-01-05_46_18,1646.1683399495464
2025-02-20_21_02,1326.6017381308027
2025-01-29_45_05,1869.0842691819446
2025-02-13_16_02,1350.0002882263618
2025-01-24_42_45,1929.2589391872013
2025-01-12_47_46,2505.004742648421
2025-01-31_15_46,1477.8714836810132
2025-02-15_27_36,1711.4328743146875
2025-02-11_06_47,1504.0553600442768
2025-01-07_32_19,1674.9173220049524
2025-02-21_02_30,2491.386562611112
2025-02-27_02_14,1553.772741768027
2025-01-01_26_46,2130.9442467385584
2025-01-23_03_45,1746.3317371539451
2025-01-19_20_46,2239.9183265486126
2025-02-14_19_02,1783.5970976927347
2025-02-10_46_48,3083.127486443775
2025-02-22_47_46,2228.678919430931
2025-02-03_46_47,1699.6861559209697
2025-01-30_46_18,1756.2352766690524
2025-02-07_18_46,1600.3789071424874
2025-02-08_45_42,1840.7880086427147
2025-01-24_36_22,1566.5495046506153
2025-02-23_46_47,2179.372858237739
2025-02-02_46_45,4624.547872856727
2025-02-20_46_18,1851.2198943542642
2025-02-07_14_30,1562.6075063736864
2025-01-12_09_45,4431.340554007648
2025-01-02_43_47,2112.949754828225
2025-01-27_19_02,1748.858487611638
2025-01-14_02_21,1387.6708654950974
2025-02-08_25_23,1608.0953962205845
2025-02-23_02_19,2008.1960795888208
2025-02-06_46_20,1584.2890009635857
2025-01-16_07_36,1552.4351008227536
2025-02-27_15_46,1449.8783202766688
2025-01-27_47_43,1832.182151707661
2025-02-11_02_19,1627.1304158037276
2025-02-02_09_46,6068.537972557181
2025-02-26_36_12,1520.9199437244447
2025-01-09_48_45,1776.9839923966476
2025-02-25_35_46,2086.0741516255607
2025-01-03_02_30,2337.4168797720413
2025-02-02_16_02,2191.9967602678075
2025-01-18_36_11,2170.8532834774715
2025-01-30_31_02,1636.3297272999873
2025-02-04_46_26,1441.935475256108
2025-02-26_22_36,1463.0477360962009
2025-01-24_46_18,2271.6487102124493
2025-02-11_45_39,1392.0776601278205
2025-02-25_46_18,1523.6043976304184
2025-01-22_46_45,3529.384837003314
2025-01-06_09_46,4382.871202606777
2025-02-10_04_29,1359.1719854314451
2025-01-20_44_45,1931.5440977530718
2025-02-22_45_48,2162.784536105164
2025-01-01_38_36,1534.4957102784572
2025-01-26_27_36,1933.519575243533
2025-01-08_20_46,1420.0071129115336
2025-02-06_17_23,1250.3524653209952
2025-02-27_47_02,1829.4777798326013
2025-01-23_47_45,3847.566944765871
2025-02-21_47_05,3628.096930553473
2025-01-08_18_46,1530.1633484829833
2025-02-12_25_23,1408.2785979530831
2025-01-26_13_23,2603.633467240101
2025-02-03_02_24,1328.9363258659043
2025-02-01_40_02,2491.911463222572
2025-02-06_33_46,1238.1539523674837
2025-01-14_43_47,1854.2144907971615
2025-02-03_47_03,1475.8370486079998
2025-02-05_45_48,1810.7365903027344
2025-02-07_15_46,1358.5730362936818
2025-01-27_40_02,2124.3538245693403
2025-01-29_06_47,1576.9562771849128
2025-01-10_19_02,1807.967839911174
2025-01-13_23_25,1488.3433059183394
2025-01-27_02_40,2220.9678861907278
2025-01-03_02_24,1591.9784768661807
2025-01-19_45_39,1715.859681461759
2025-01-07_35_46,1941.6706628402305
2025-01-29_20_46,1561.8977168776269
2025-01-08_46_26,1573.570383652776
2025-02-28_45_03,2201.468974448547
2025-02-02_14_30,2450.6950049617653
2025-01-09_28_45,1607.301449758748
2025-02-05_46_33,1208.675335587984
2025-02-13_45_03,1833.4655672100284
2025-01-18_38_36,1510.0891007118132
2025-02-27_45_42,2111.26162858862
2025-01-02_33_46,1853.5969629618505
2025-01-21_46_09,3747.4655022379206
2025-02-07_46_09,5623.303389021985
2025-01-11_30_14,1898.0586076287182
2025-01-29_23_13,1431.6338106670923
2025-01-20_02_24,1379.6832355377292
2025-01-10_02_30,2456.648615860371
2025-01-08_38_36,1188.5039653337385
2025-02-20_47_46,1906.0389769659776
2025-01-12_47_02,2264.792345049254
2025-02-09_05_45,2695.1556257249167
2025-02-11_03_45,1496.0567099754903
2025-02-24_45_46,3616.4408527258556
2025-02-21_47_30,2151.447504924533
2025-02-21_16_02,1464.8389963638278
2025-01-13_33_46,1838.6022631661247
2025-01-19_11_36,2423.5923222218735
2025-02-02_47_30,1846.4335812520198
2025-01-27_36_22,1288.5257873041858
2025-02-08_40_02,2517.7214487624033
2025-01-29_13_23,1666.070895846883
2025-01-26_47_02,2135.458225846835
2025-01-05_17_23,1573.6409591246065
2025-02-04_46_15,1154.4840388949376
2025-01-11_41_36,2448.2658884229454
2025-01-19_03_45,2386.9981720423375
2025-01-12_22_36,1786.9803947144774
2025-01-08_01_02,1289.9308532433756
2025-01-02_02_21,1757.9185141251546
2025-01-14_46_26,1509.6849539065329
2025-01-08_45_44,1384.8718268541377
2025-01-04_37_36,624.699598366409
2025-02-01_19_02,1882.079106389674
2025-01-13_47_46,2058.136174983263
2025-02-23_36_37,751.8616848761607
2025-02-04_36_11,1596.5135988252475
2025-01-31_09_46,3886.4642001990437
2025-02-05_36_41,2253.00165903275
2025-01-24_09_46,4135.552773581747
2025-01-25_08_47,1930.3145015890245
2025-01-26_38_36,1909.32574175391
2025-02-02_22_36,1694.0311212997613
2025-01-29_48_45,1822.630974697403
2025-01-23_44_45,1585.5728126820838
2025-02-09_38_36,1853.2450237764576
2025-02-16_36_37,726.7208219101519
2025-02-16_12_36,2841.780679814508
2025-01-16_28_45,1799.1672081825495
2025-02-23_07_36,2231.754532769397
2025-02-21_46_15,2263.530022354403
2025-01-02_36_27,1582.5621106329036
2025-02-25_09_46,4090.859174174972
2025-02-28_17_23,1540.196043728264
2025-01-16_47_46,2061.786587104513
2025-01-31_46_18,1992.2631384229278
2025-02-26_45_47,3468.384058488489
2025-01-08_02_40,2176.6951516931194
2025-01-05_04_29,1444.4134709792436
2025-01-28_23_13,1387.487718880188
2025-02-08_20_46,1578.060713447204
2025-02-25_36_27,1377.4035240514193
2025-01-04_09_46,3976.7984105712408
2025-01-20_02_40,2180.424781424189
2025-02-11_47_06,1473.139442175457
2025-01-12_28_47,2409.768185754108
2025-01-26_46_09,4539.000747637474
2025-01-30_40_02,1980.7001662265004
2025-01-09_21_02,1311.115515000179
2025-02-16_25_23,1782.5454966908148
2025-02-10_28_47,1853.861798960746
2025-02-05_21_02,1223.119912346723
2025-01-02_45_42,1940.1812677381488
2025-02-13_47_30,1871.6092933440768
2025-01-02_22_36,1689.2784893624384
2025-02-12_46_20,1517.5572930297835
2025-01-05_27_36,1787.6052882661018
2025-01-29_26_46,1653.419314107093
2025-01-01_22_36,1730.1351094566526
2025-02-06_21_02,1273.139610994118
2025-01-22_46_44,2504.3606744080826
2025-02-09_45_42,2067.8893119819727
2025-01-06_02_14,1362.657191531545
2025-02-10_03_47,1786.7585558116853
2025-01-11_46_33,1996.2774762745087
2025-02-24_23_13,1510.24768182025
2025-01-15_47_02,1565.024568127867
2025-02-21_05_45,1870.5899444115294
2025-01-04_26_46,1699.2213319808923
2025-01-06_06_47,1641.415083396454
2025-01-17_05_45,2057.640595154334
2025-02-02_05_47,3937.849221943513
2025-02-13_09_45,2514.9241277929577
2025-01-22_47_05,2862.108214435734
2025-01-06_34_45,1936.5984047786617
2025-01-05_46_35,2391.6524771787895
2025-01-27_19_32,2234.19851617066
2025-02-22_13_23,2058.838117509124
2025-01-24_47_10,1662.742758236615
2025-01-01_47_30,1881.1567046819941
2025-02-25_45_39,1474.291373155777
2025-02-02_47_02,2039.8402134092864
2025-02-16_20_46,2251.4238813912125
2025-01-18_30_02,2139.3354196888954
2025-01-10_30_02,2052.5286367328845
2025-02-03_05_47,2983.1359221656708
2025-02-27_45_34,2053.283278275979
2025-02-24_47_28,1705.671847891414
2025-01-29_09_45,2781.331750444212
2025-01-04_47_30,1889.3086185335253
2025-01-01_35_46,2454.2453106502708
2025-01-24_30_02,2098.462588949571
2025-01-26_35_46,3811.9707514711035
2025-02-08_46_48,3961.2823333041033
2025-02-06_27_36,1477.0372454348014
2025-01-06_46_33,1103.169745501927
2025-02-21_46_33,2094.980169107507
2025-02-11_09_45,3032.2712024176603
2025-01-18_19_30,1795.3963563702346
2025-02-26_36_07,1705.453039806856
2025-01-08_02_24,1348.6063314323294
2025-02-28_46_26,2222.4132773084307
2025-01-24_46_20,2083.661294157875
2025-01-30_02_16,1520.7411229171826
2025-01-17_20_46,1667.705326236364
2025-01-04_36_07,1757.8005972309281
2025-02-26_09_45,2768.5472396688783
2025-02-14_46_18,2300.03122154433
2025-02-14_46_20,2112.219982406582
2025-01-30_46_48,3848.856288413595
2025-01-04_48_46,3332.63490670777
2025-02-07_36_22,1469.6068798149927
2025-02-07_04_29,1416.0524104871836
2025-02-28_45_47,4302.504599090245
2025-01-26_30_02,2609.598719883053
2025-01-31_46_15,1950.9829437009084
2025-02-25_39_45,1519.9867425108262
2025-01-02_03_45,2028.8740258976268
2025-01-14_45_48,1723.3599665557892
2025-02-28_02_30,2578.7505242859697
2025-01-11_43_47,2186.5326025182444
2025-02-10_47_03,1568.3548022028126
2025-02-07_44_46,1844.7488766442036
2025-01-28_48_45,1869.387606922879
2025-02-22_02_40,2605.2660797651283
2025-02-25_30_14,1495.585311574837
2025-01-26_45_44,1907.0042840486751
2025-01-28_47_10,1074.0419148211965
2025-02-09_44_46,3678.087273589189
2025-02-27_05_45,1774.1459771236425
2025-01-04_06_47,1597.410309239462
2025-01-29_25_23,1442.3280609213416
2025-02-18_19_32,2036.3099844205344
2025-01-23_45_46,4118.299585456308
2025-01-29_36_22,1251.6812461527365
2025-02-12_26_46,1545.7751650882137
2025-01-16_13_23,1539.0727539353743
2025-02-03_02_21,1456.0573334213993
2025-01-10_46_44,3483.155113511752
2025-02-16_45_03,1646.2863595227952
2025-02-14_46_33,2132.396920896993
2025-02-04_23_25,1325.4903518946944
2025-01-28_22_36,1383.637605007882
2025-01-24_46_45,3898.5704369103014
2025-01-30_17_23,1250.3982973814384
2025-02-06_47_45,3481.1644189244435
2025-01-01_01_02,1665.6704293025198
2025-02-13_07_36,1575.3038219651496
2025-02-13_46_20,1760.659113578328
2025-01-06_01_02,1428.8213544063647
2025-01-04_23_25,1561.712722593007
2025-02-23_45_28,2221.6176687009656
2025-02-11_05_45,1796.1221669667968
2025-02-28_36_07,2119.0802065121707
2025-02-21_15_46,1498.5711373899494
2025-02-21_22_36,1562.7783365342077
2025-01-06_19_30,1646.3929117865196
2025-01-30_45_05,1999.6717307835588
2025-02-01_26_46,1686.2670722800297
2025-01-14_02_19,1583.6990274625302
2025-01-23_43_47,2165.522777794282
2025-01-03_44_46,1840.273139826904
2025-02-10_46_47,1846.636084049507
2025-02-20_02_01,1452.083467238076
2025-01-29_16_02,1362.5491387514578
2025-02-17_47_05,2486.7852690461277
2025-02-01_36_41,2529.95109141947
2025-02-09_28_45,3060.5282468502273
2025-02-12_47_46,1830.2236354951585
2025-01-23_04_29,1383.312874050679
2025-01-31_36_37,599.2695842586347
2025-01-04_39_45,1628.7539274043263
2025-02-03_14_30,1771.3481769247314
2025-02-09_02_14,1637.5681821253677
2025-01-12_45_47,3903.350431299745
2025-01-11_47_06,2367.436151549812
2025-02-14_45_09,4174.561463757541
2025-01-21_11_36,1687.6528267603285
2025-02-09_46_45,4851.90742554402
2025-01-06_27_36,1537.2943597334547
2025-01-26_32_19,2411.184577190475
2025-01-25_47_30,2245.733864495733
2025-02-25_14_30,1627.8730796842756
2025-02-24_45_44,1243.2809463437495
2025-02-03_45_05,1437.0523460445395
2025-01-23_01_02,1353.1560984376101
2025-01-07_47_10,1080.7362071585358
2025-01-23_47_30,1907.3356762054395
2025-01-13_46_47,2006.6772341446385
2025-02-26_45_44,1535.8227354118176
2025-01-07_39_45,1452.9029259472418
2025-01-21_47_03,1550.275295147296
2025-01-23_36_22,1339.9408025555592
2025-01-14_44_46,1904.3845134465678
2025-01-28_44_45,1517.7473230631063
2025-02-19_46_44,2340.1918413944395
2025-02-03_47_10,1055.4837580341596
2025-02-24_36_11,1681.5467498277226
2025-01-14_07_36,1481.3335301335417
2025-02-19_46_20,1534.2824845841765
2025-01-11_45_03,1918.340807794614
2025-02-16_43_47,2812.590813305914
2025-02-02_08_47,2337.74420516918
2025-02-10_36_27,1315.6953749219988
2025-01-16_36_12,1541.8067971377716
2025-01-20_45_47,3443.2777328614175
2025-02-09_34_45,2904.770318449133
2025-02-16_45_28,2206.853756789115
2025-01-25_46_47,2199.4531534656426
2025-02-01_02_30,2502.309714818649
2025-02-10_47_46,1882.1959269624988
2025-01-28_25_23,1401.7297098062495
2025-01-10_45_03,2255.623054358737
2025-01-17_45_39,2231.392877895288
2025-01-02_19_30,1795.247050714674
2025-01-01_47_06,1876.3503226904913
2025-01-25_25_23,1851.369646588679
2025-01-28_09_46,4168.802271280238
2025-02-26_46_15,1612.60161413271
2025-02-06_03_45,1460.9395014522756
2025-02-16_15_46,2249.303893503472
2025-01-08_37_36,516.9553540383841
2025-01-06_08_47,1686.6314894767397
2025-01-30_48_46,3317.902592887429
2025-01-14_46_33,1263.9124404695563
2025-01-03_23_25,1520.0249082517644
2025-01-27_45_47,3462.748299570889
2025-01-25_45_42,2174.397413901231
2025-02-02_41_36,2624.0176640090294
2025-01-23_27_36,1585.7891770876718
2025-01-30_39_45,1449.9606979622667
2025-01-10_42_45,1760.3525026897573
2025-02-18_45_47,3316.813684209319
2025-01-26_34_45,2963.657069716279
2025-02-21_31_02,2020.5460317880015
2025-01-29_28_45,1708.2455388899884
2025-01-15_02_16,1423.9760516808262
2025-02-18_02_19,1651.2593915317475
2025-02-22_15_46,1668.362122821139
2025-02-12_36_07,1643.5895770336638
2025-02-06_46_33,1512.8596073264866
2025-01-11_28_45,1935.3557701566376
2025-02-02_06_47,2169.8774420989853
2025-02-02_07_36,2032.429206207255
2025-01-12_37_36,763.5052337520827
2025-01-30_19_30,1481.4186272242705
2025-01-25_47_10,1662.783870995785
2025-02-06_02_30,1848.9558320393874
2025-01-08_46_09,4014.1219870227396
2025-02-18_21_02,1297.3794811099483
2025-02-02_09_45,4300.564027769114
2025-01-04_46_09,3980.0071798416716
2025-02-23_44_45,2333.027480446459
2025-01-27_03_45,1975.8136007066119
2025-02-06_47_10,1336.3058303076953
2025-02-04_19_02,1488.5785274016503
2025-01-27_44_45,1914.8496052714759
2025-01-14_36_27,1248.8363079766534
2025-01-15_08_47,1836.2275166284828
2025-01-28_46_20,1377.5852616128234
2025-02-21_08_47,1659.6700770493676
2025-02-10_36_22,1276.4578734972608
2025-01-08_36_11,1668.7249225318856
2025-01-05_08_47,2244.665252609311
2025-02-15_46_20,1850.1417938334796
2025-01-03_45_48,2168.1134773624835
2025-02-14_47_30,2158.0966864606808
2025-01-19_38_36,1803.1092946125095
2025-01-16_47_06,1771.1649422555101
2025-02-03_46_45,3731.048256690555
2025-01-16_44_45,1551.6667865425761
2025-02-10_25_23,1502.899255430933
2025-02-19_22_36,1412.352851179212
2025-01-05_44_45,2074.306671749345
2025-01-04_18_46,1739.1089489600924
2025-01-18_36_41,2538.3258332494725
2025-02-27_16_02,1391.2414279638142
2025-01-15_14_30,1450.6498272916886
2025-02-18_30_14,1422.9190503346838
2025-02-16_23_25,1699.984675290692
2025-01-16_16_02,1338.8315396291325
2025-01-25_09_46,4484.928457264779
2025-02-14_36_22,1510.1320235829146
2025-02-23_03_45,2480.3322334613395
2025-01-28_28_47,1676.7395108644819
2025-01-04_43_47,2136.3067116652755
2025-01-06_46_20,1248.5702516247607
2025-02-24_02_30,2048.732202918913
2025-02-25_47_03,1624.9190887677985
2025-02-01_02_01,1432.9554636925543
2025-01-22_15_46,1674.5518334814028
2025-01-15_47_08,1659.0300806094579
2025-02-16_02_31,2089.6517674218403
2025-02-14_19_30,1672.5526789968858
2025-01-21_04_29,1337.462097458794
2025-01-03_34_45,1700.5583085699277
2025-02-22_36_12,2021.5872321444501
2025-02-26_47_30,1704.4295507399195
2025-01-15_34_45,1619.8642790576876
2025-02-11_40_02,1950.1066547182618
2025-02-22_02_16,1805.073134893759
2025-01-21_45_28,1871.1603364950097
2025-01-31_02_19,2113.5847622828796
2025-02-27_02_21,1551.20386592098
2025-02-20_46_20,1728.117253696839
2025-01-08_02_47,1708.708319673595
2025-02-18_34_45,1689.1899083709677
2025-01-17_16_02,1438.8987255966665
2025-01-11_02_30,2646.407455569684
2025-01-23_36_11,1895.4129492499692
2025-01-11_32_19,2146.7951625524156
2025-01-28_47_06,1389.1106474812473
2025-02-07_45_03,2026.3818789787915
2025-01-31_40_02,2203.664589400689
2025-01-25_45_28,2776.8836494908915
2025-01-11_23_25,1678.4467215038926
2025-01-05_05_45,2593.461393975435
2025-01-18_45_03,1829.9981968329967
2025-02-08_03_47,1541.1507201093507
2025-01-31_23_25,1565.8912148070115
2025-01-29_19_30,1507.6893618074073
2025-01-08_02_16,1441.3978765922002
2025-01-01_47_03,1860.6226094279832
2025-01-18_17_23,1459.7162952522888
2025-02-24_45_47,3402.444126925994
2025-02-23_45_05,1905.152075684624
2025-01-29_27_36,1526.1169765963605
2025-02-21_02_21,1781.6775501609427
2025-01-22_36_12,1484.7170431041504
2025-01-19_46_33,1698.9543565833014
2025-01-31_02_40,2585.096871012188
2025-02-21_04_29,1513.7802443315093
2025-01-10_20_46,1574.9085546883402
2025-02-23_15_46,2363.5142572839623
2025-01-08_46_18,1617.134571592698
2025-02-27_36_22,1341.985780103412
2025-01-14_26_46,1530.4343465613679
2025-01-28_28_45,1694.935798140481
2025-01-26_09_46,6242.315197097505
2025-02-12_47_28,1795.0828726630957
2025-01-17_36_27,1528.1089040902702
2025-01-10_32_19,2121.809352763409
2025-02-09_45_44,1819.6956056830884
2025-02-23_36_11,2014.8643923819711
2025-01-13_32_19,2012.0033102758616
2025-02-11_07_36,1517.5078230163645
2025-01-10_04_29,1517.4186872607386
2025-01-23_46_35,2748.6206049047805
2025-01-25_03_47,2058.3506693157437
2025-01-25_45_39,2035.6394385111298
2025-02-25_45_46,3486.5843241522007
2025-02-17_02_31,1784.9188097054705
2025-02-18_47_02,1614.5992585265246
2025-01-11_46_18,2265.3824928017243
2025-01-13_47_06,1569.8049789524157
2025-01-31_03_47,1532.2998304970683
2025-02-11_13_23,1598.5391097049132
2025-01-09_46_33,1812.0783535153034
2025-02-09_46_44,2859.396575538558
2025-02-04_45_47,3081.9347099464935
2025-02-18_23_25,1409.9705134108597
2025-01-26_46_15,1602.8446042485161
2025-01-28_06_47,1625.7028620135827
2025-02-06_36_22,1213.5553467721554
2025-01-01_45_42,1895.068066629809
2025-01-02_14_30,1738.6889661639295
2025-01-30_02_14,1479.6232015045375
2025-02-15_47_08,1911.7043346628197
2025-02-06_02_40,2245.502784092328
2025-01-31_47_08,1766.5490347470904
2025-01-01_46_47,2022.1163264908544
2025-02-15_02_16,1775.4215611098837
2025-02-13_45_46,3892.1543970953403
2025-01-18_47_02,1933.5728483105308
2025-01-01_45_48,2135.21586609884
2025-02-03_08_47,1808.8049639173196
2025-02-10_30_02,1906.3863217611338
2025-02-21_35_46,1976.8684878687327
2025-02-12_40_02,1924.5851299010687
2025-01-06_31_02,1912.4343311652792
2025-01-28_45_05,1705.4574750792772
2025-01-03_39_45,1525.8603336828596
2025-02-26_30_14,1539.4391767661562
2025-02-08_46_20,1674.7537490740192
2025-02-12_35_46,1798.842000837596
2025-02-05_09_46,3321.9456328805045
2025-01-15_45_42,1743.2947065998978
2025-02-20_31_02,1681.0648753767703
2025-01-17_36_22,1479.2341090663326
2025-01-02_46_35,2612.672441502161
2025-01-10_07_36,1791.4195492915012
2025-02-07_02_47,1981.023441439534
2025-02-04_33_46,1271.0625423734723
2025-01-03_40_02,2328.042892602301
2025-01-07_46_26,1460.5003436832437
2025-02-06_18_46,1461.9978623445031
2025-02-19_47_02,1653.2829297219125
2025-02-17_46_09,3379.57698405286
2025-02-05_20_46,1353.4413482717932
2025-02-21_18_46,1734.7093566116591
2025-01-30_42_45,1653.1508416837544
2025-01-27_06_47,1957.9224424489887
2025-02-22_47_28,2103.1599407820295
2025-02-26_12_36,1715.1788434964815
2025-02-20_30_02,1669.5334185325685
2025-01-01_46_33,1528.8007702061232
2025-01-06_45_03,1336.1513696761735
2025-02-05_47_06,1522.7444857979895
2025-01-06_02_19,1601.7485907325208
2025-01-13_48_45,2382.077455633608
2025-01-15_46_33,1381.5987213753374
2025-02-17_02_24,1383.3429101481138
2025-01-19_12_36,2735.2171144980343
2025-02-25_45_34,1612.5047639155491
2025-02-06_34_45,1498.2412044255007
2025-02-05_47_10,1206.3663669806633
2025-02-18_36_11,1734.478932472271
2025-02-28_04_29,1582.8238689887667
2025-01-09_47_02,1877.5774710583905
2025-01-23_09_45,2734.469656647623
2025-01-22_33_46,1571.7292114821291
2025-02-28_47_30,2198.6799099121317
2025-02-22_02_30,2706.380683103948
2025-01-26_47_45,4858.94910982383
2025-02-20_36_37,601.7677126320326
2025-01-18_47_05,3556.841541237192
2025-01-22_46_33,1485.9939892019424
2025-01-29_03_45,1614.1520474336348
2025-01-12_42_45,2574.7834906147236
2025-02-26_45_34,1799.5259872128183
2025-02-22_47_05,3559.5738001702885
2025-02-22_44_46,2163.709733495399
2025-02-24_36_07,1628.4280131821517
2025-02-18_39_45,1478.9247947773129
2025-01-13_45_44,1313.256803912995
2025-01-04_02_40,2405.2843898805168
2025-02-24_27_36,1585.6611184981625
2025-02-03_02_47,1858.891942026229
2025-01-19_19_02,2408.1206060741647
2025-01-06_39_45,1904.430226896556
2025-02-27_30_14,1609.7235657538465
2025-02-05_19_32,1970.440684474665
2025-01-03_45_34,2201.8603738359975
2025-02-09_47_05,3431.6767960957604
2025-01-06_03_45,1794.550250313403
2025-02-23_27_36,1873.0161197180928
2025-01-18_46_26,1943.2818836954457
2025-01-05_46_45,4503.9246950265015
2025-02-06_46_45,3155.285322230674
2025-02-09_47_03,1895.7278329015717
2025-02-11_19_02,1506.3369977104578
2025-02-03_47_43,1898.2963434145213
2025-01-31_31_02,1935.968064775061
2025-01-22_45_48,2088.473975950207
2025-01-10_36_12,2051.05772373813
2025-02-25_43_47,1942.331260859256
2025-01-07_23_25,1350.714679925146
2025-01-31_35_46,1931.0316082789245
2025-02-17_36_12,1418.841429766259
2025-01-04_45_39,1642.1382039049113
2025-01-24_45_48,2509.2926461416846
2025-01-16_45_34,1895.018524996249
2025-02-07_48_46,3074.8695243536094
2025-01-29_02_14,1432.6867392223626
2025-02-03_44_46,2072.4121140199804
2025-01-19_39_45,2673.5969470389964
2025-01-11_45_39,1836.4338165537129
2025-01-14_02_14,1294.6175951141972
2025-01-17_42_45,1868.21605267843
2025-01-19_45_34,1882.2430676433341
2025-01-02_06_47,1741.1336740132551
2025-01-29_45_42,1742.633432836071
2025-02-28_02_47,2229.055521650278
2025-01-12_02_14,1616.0335959200577
2025-01-23_19_30,1573.280529190305
2025-01-19_47_08,1734.2345602548075
2025-01-16_46_44,2735.5167281581535
2025-02-04_06_47,1406.64695131591
2025-02-16_02_21,1740.0516835804208
2025-01-15_20_46,1534.7889334714675
2025-02-14_28_47,1649.6969696545546
2025-02-06_36_11,1742.2381024534395
2025-01-02_28_45,2104.642792910885
2025-02-08_23_13,1822.0296589020966
2025-02-26_47_06,1641.5172983957389
2025-01-10_12_36,1715.7140737955676
2025-02-13_36_22,1285.1791438685937
2025-02-24_02_47,1991.550017001172
2025-01-05_02_31,2020.804601243228
2025-01-27_17_23,1557.2885614182362
2025-01-10_47_46,2306.7274361080936
2025-02-24_05_45,2178.0950430868847
2025-02-15_40_02,2402.5209824637486
2025-02-10_17_23,1526.0087204349368
2025-01-15_43_47,2031.0942108968397
2025-01-03_14_30,1564.4452850763266
2025-02-02_34_45,2799.8282978841926
2025-01-31_09_45,2665.7487169256087
2025-02-26_36_37,607.6342710945198
2025-02-08_48_46,3264.9626729554816
2025-01-11_18_46,1862.6105882936433
2025-02-21_45_05,2436.251179018144
2025-01-20_45_09,2324.711120268906
2025-02-09_01_02,1717.7572806986086
2025-01-01_20_46,2053.4041410072605
2025-01-17_46_18,2272.9376737513335
2025-01-12_33_46,2575.2320087721137
2025-02-27_03_47,1620.517003159587
2025-02-09_09_46,6264.242374508609
2025-02-07_45_44,1799.3609628551776
2025-02-11_46_35,1894.9704775989678
2025-01-07_20_46,1406.8198413324562
2025-01-18_13_23,1990.0263975971743
2025-01-25_21_02,1684.28951198996
2025-01-11_47_10,1731.2873849181344
2025-01-07_21_02,1248.8433782010206
2025-02-27_01_02,1359.4768844152497
2025-02-13_35_46,1806.456724930776
2025-02-09_46_47,2223.6455289505357
